time
1.2
101.4
267.9
120.0
8.8
310.3
123.4
402.3
140.8
196.0
111.7
202.0
203.2
210.0
410.0
42.6
43.0
0.0
140.2
50.6
0.0
2.7
50.0
6.2
302.7
361.2
144.0
26.1
70.6
173.0
111.7
3.5
109.2
129.1
179.0
204.2
380.3
133.7
282.0
43.0
413.6
64.1
204.0
196.0
72.2
100.2
68.4
0.0
0.0
258.8
2.0
4.7
23.2
107.0
197.0
37.6
184.0
111.0
2.0
44.0
166.4
0.2
54.0
27.2
131.6
5.6
0.0
60.7
115.0
57.0
28.1
31.4
2.0
0.0
279.4
24.5
0.6
31.6
253.2
172.0
107.0
25.4
4.0
91.9
126.9
194.8
90.5
270.0
316.8
201.8
76.0
51.2
80.4
238.4
136.0
41.0
8.7
127.4
76.0
113.0
33.4
42.8
22.4
34.8
448.0
218.9
0.0
250.0
18.0
190.0
81.0
60.4
3.5
17.8
0.0
509.2
0.0
220.0
45.2
255.5
65.6
294.6
59.4
8.2
230.6
45.2
73.0
28.4
33.2
108.0
13.2
30.6
0.0
9.5
201.2
2.8
232.8
5.1
35.4
116.0
57.4
1.2
271.3
92.6
41.4
291.5
91.4
6.0
0.0
442.1
168.0
57.4
0.0
111.0
8.3
28.0
101.2
45.0
4.5
46.6
0.6
16.8
175.3
53.2
346.5
10.0
66.8
97.0
2.0
255.6
349.6
134.2
207.3
0.0
128.0
23.8
283.7
131.0
0.0
0.0
115.0
64.6
101.5
0.0
71.4
21.6
258.7
369.0
68.6
543.0
0.0
56.6
96.5
124.8
46.6
153.8
246.0
235.6
345.0
0.0
23.0
237.8
138.0
47.2
222.8
4.9
26.1
116.5
54.6
50.0
33.8
212.0
144.0
23.2
80.4
0.0
158.0
149.0
272.8
147.6
47.8
52.6
42.0
214.9
149.0
194.0
17.6
102.4
55.4
250.5
343.2
164.1
352.0
0.0
87.3
23.6
339.5
126.0
20.6
76.4
14.1
166.0
40.5
16.0
181.4
200.0
169.0
144.0
218.6
88.4
205.0
84.6
15.2
42.2
229.2
109.7
68.6
253.6
191.5
187.6
32.6
49.8
189.5
1.2
324.5
